auction_date,security_id,maturity_date,settlement_date,years_to_maturity,maturity_bucket,amount_offered_min,amount_offered_max,bid_amount,amount_served,bid_to_cover,outstanding_notional,total_amount_issued,Vix_euro,auction_yield,weighted_average_price,benchmark_yield,auction_premium,auction_premium_bp,shock_outstanding,shock_mean_scaled,shock_zscore,shock_log_dev,shock_rolling,log_total_amount_issued,log_outstanding_notional,year,month,auction_type,maturity_year,class_bucket_raw
9/20/2007,FR0000188328,12/31/2012,9/25/2007,5.281314168,medium,3000,3500,6955,1515,4.59,0,1515,22.1601,4.19,1.0329,4.16276025,0.02723975,2.723974999,,0.514701062,-1.034557402,-0.550854225,,7.323170718,,2007,9,adju_MT,2012,Medium
3/6/2008,FR0010216481,12/31/2015,3/11/2008,7.819301848,medium,5000,5500,3035,2535,1.2,80,2615,30.6213,3.84,0.9453,3.986518702,-0.146518702,-14.65187019,32.6875,0.888411403,-0.237883909,-0.005005566,,7.869019376,4.382026635,2008,3,adju_LT,2015,Benchmark
4/30/2008,FR0010112052,12/31/2014,5/6/2008,6.669404517,medium,5000,5500,4600,1780,2.58,0,1780,20.8781,4.13,0.9927,3.945552758,0.184447242,18.44472422,,0.60473128,-0.842631515,-0.3896563,-0.096446701,7.484368643,,2008,4,adju_LT,2014,Medium
9/4/2008,FR0010163543,12/31/2015,9/9/2008,7.321013005,medium,5200,5700,2795,1195,2.34,138,1333,24.9709,4.21,0.9597,4.288427042,-0.078427042,-7.842704243,9.65942029,0.452868987,-1.166370652,-0.678837623,-0.26384095,7.19518732,4.927253685,2008,9,adju_LT,2015,Benchmark
9/18/2008,FR0000188989,12/31/2013,9/23/2008,5.284052019,medium,5000,5500,1340,690,1.94,0,690,37.5541,4.05,0.9979,3.915281441,0.134718559,13.47185595,,0.234418305,-1.632062521,-1.337333345,-0.565107778,6.536691598,,2008,9,adju_MT,2013,Medium
10/2/2008,FR0010112052,12/31/2014,10/7/2008,6.245037645,medium,5000,5500,2365,1030,2.3,153,1183,42.9811,4.16,0.9913,3.83996561,0.32003439,32.003439,7.732026144,0.401908486,-1.275007947,-0.798216079,-0.221369022,7.075808864,5.030437921,2008,10,adju_LT,2014,Medium
11/6/2008,FR0010061242,12/31/2014,11/12/2008,6.149212868,medium,4500,6000,2900,1215,2.39,0,1215,60.7084,3.52,1.0233,3.439825442,0.080174558,8.017455828,,0.412780059,-1.251831991,-0.771525587,-0.176749589,7.102499356,,2008,11,adju_LT,2014,Medium
11/20/2008,FR0010011130,12/31/2013,11/25/2008,5.11156742,medium,5000,6000,3443,1343,2.56,35,1378,72.8475,3.05,1.0428,3.098489307,-0.048489307,-4.848930738,39.37142857,0.468157137,-1.133779464,-0.645636491,-0.058502007,7.228388452,3.555348061,2008,11,adju_MT,2013,Medium
3/5/2009,FR0010216481,12/31/2015,3/10/2009,6.822724162,medium,6000,7000,4570,2710,1.69,0,2710,47.161,3.06,0.9966,2.677100801,0.382899199,38.28991989,,0.920686387,-0.16908029,0.030678971,0.691518136,7.904703914,,2009,3,adju_LT,2015,Medium
4/2/2009,FR0010112052,12/31/2014,4/7/2009,5.746748802,medium,6500,8000,4515,1585,2.85,0,1585,42.0951,2.78,1.0616,2.755843541,0.024156459,2.415645851,,0.538482629,-0.983859998,-0.505685257,-0.009622594,7.368339686,,2009,4,adju_LT,2014,Medium
5/7/2009,FR0010517417,12/31/2017,5/12/2009,8.651608487,medium,6500,8000,3330,1750,1.9,0,1750,38.0156,3.5,1.0541,3.788157694,-0.288157694,-28.8157694,,0.59453918,-0.864358974,-0.406653876,0.084262701,7.467371067,,2009,5,adju_LT,2017,Benchmark
6/4/2009,FR0010216481,12/31/2015,6/9/2009,6.57357974,medium,6000,7000,4065,2265,1.79,0,2265,31.5158,3.26,0.9851,2.97556591,0.28443409,28.44340902,,0.769503567,-0.49137093,-0.148694905,0.357710175,7.725330038,,2009,6,adju_LT,2015,Medium
7/2/2009,FR0010288357,12/31/2016,7/7/2009,7.498973306,medium,6000,7000,3340,1315,2.54,204,1519,31.7683,3.17,1.0047,3.779360372,-0.609360372,-60.9360372,7.446078431,0.516060008,-1.031660407,-0.54821744,-0.089646906,7.325807503,5.318119994,2009,7,adju_LT,2016,Benchmark
9/3/2009,FR0010216481,12/31/2015,9/8/2009,6.324435318,medium,6500,7500,4890,2265,2.16,0,2265,30.3085,2.84,1.0089,2.633361954,0.206638046,20.66380455,,0.769503567,-0.49137093,-0.148694905,0.38158898,7.725330038,,2009,9,adju_LT,2015,Medium
10/1/2009,FR0000187361,12/31/2016,10/6/2009,7.249828884,medium,7000,8000,3695,1710,2.16,38,1748,29.224,3.07,1.1209,3.539884776,-0.469884776,-46.98847761,46,0.593859707,-0.865807471,-0.407797387,0.067970063,7.466227556,3.63758616,2009,10,adju_LT,2016,Benchmark
10/15/2009,FR0010061242,12/31/2014,10/20/2009,5.210130048,medium,6500,8000,3785,1080,3.5,0,1080,24.7769,2.54,1.0616,2.639819902,-0.099819902,-9.981990185,,0.366915608,-1.349605556,-0.889308623,-0.331545286,6.98471632,,2009,10,adju_MT,2014,Medium
11/5/2009,FR0010288357,12/31/2016,11/10/2009,7.154004107,medium,6500,8000,3620,2145,1.69,98,2243,28.267,2.97,1.0163,3.616990821,-0.646990821,-64.69908207,22.8877551,0.76202936,-0.5073044,-0.158455408,0.285325438,7.715569535,4.584967479,2009,11,adju_LT,2016,Benchmark
11/5/2009,FR0010415331,12/31/2017,11/10/2009,8.153319644,medium,6500,8000,2550,900,2.83,0,900,28.267,3.18,1.0373,3.616990821,-0.436990821,-43.69908207,,0.305763007,-1.479970309,-1.07163018,-0.477200116,6.802394763,,2009,11,adju_LT,2017,Benchmark
12/3/2009,FR0010216481,12/31/2015,12/8/2009,6.075290897,medium,4500,5500,3065,810,3.78,0,810,26.1293,2.73,1.0145,2.47332041,0.25667959,25.66795904,,0.275186706,-1.545152686,-1.176990695,-0.520071101,6.697034248,,2009,12,adju_MLT,2015,Medium
1/7/2010,FR0010604983,12/31/2018,1/12/2010,8.980150582,medium,7500,9000,4010,1250,3.21,1,1251,22.6947,3.34,1.0469,3.595272451,-0.255272451,-25.52724513,1251,0.42501058,-1.22575904,-0.742326432,-0.254099175,7.13169851,0,2010,1,adju_LT,2018,Benchmark
2/4/2010,FR0000187361,12/31/2016,2/9/2010,6.904859685,medium,7000,8000,3300,1450,2.28,0,1450,29.2653,2.9,1.1262,2.430594071,0.469405929,46.94059285,,0.492618178,-1.081633563,-0.594706108,-0.077705926,7.279318835,,2010,2,adju_LT,2016,Medium
4/1/2010,FR0010216481,12/31/2015,4/7/2010,5.749486653,medium,7000,8500,3800,1575,2.41,0,1575,19.9987,2.47,1.027,2.253043464,0.216956536,21.6956536,,0.535085262,-0.991102484,-0.512014392,0.002333475,7.362010551,,2010,4,adju_LT,2015,Medium
6/3/2010,FR0010415331,12/31/2017,6/8/2010,7.578370979,medium,7500,8500,3480,1375,2.53,110,1485,33.3359,2.47,1.0801,2.971313843,-0.501313843,-50.13138428,13.5,0.504508961,-1.056284861,-0.570854892,-0.04147168,7.303170051,4.700480366,2010,6,adju_LT,2017,Benchmark
7/1/2010,FR0010670737,12/31/2018,7/6/2010,8.501026694,medium,6500,7500,4440,1340,3.31,11,1351,36.2527,2.76,1.1094,2.895102852,-0.135102852,-13.51028518,122.8181818,0.458984247,-1.153334177,-0.665424605,-0.082876054,7.208600338,2.397895273,2010,7,adju_LT,2018,Benchmark
9/2/2010,FR0010288357,12/31/2016,9/7/2010,6.32991102,medium,7500,9000,3455,685,5.04,0,685,25.9121,1.78,1.0778,1.536279243,0.243720757,24.37207568,,0.232719622,-1.635683764,-1.344606105,-0.511963427,6.529418838,,2010,9,adju_LT,2016,Medium
12/2/2010,FR0010415331,12/31/2017,12/7/2010,7.080082136,medium,4500,5500,6760,2535,2.67,530,3065,25.3572,2.62,1.0653,3.089395165,-0.469395165,-46.93951653,5.783018868,1.041292907,0.088027974,0.153777905,1.084679476,8.027802848,6.272877007,2010,12,adju_MLT,2017,Benchmark
12/2/2010,FR0010670737,12/31/2018,12/7/2010,8.079397673,medium,4500,5500,5215,1030,5.06,32,1062,25.3572,2.92,1.0927,3.089395165,-0.169395165,-16.93951653,33.1875,0.360800348,-1.362642031,-0.906115741,-0.248451967,6.967909202,3.465735903,2010,12,adju_MLT,2018,Benchmark
2/3/2011,FR0010288357,12/31/2016,2/8/2011,5.908281999,medium,7500,8500,5835,1080,5.4,323,1403,22.0919,2.76,1.0235,2.518781669,0.241218331,24.12183308,4.343653251,0.476650554,-1.115673248,-0.627656863,-0.025694444,7.24636808,5.777652323,2011,2,adju_LT,2016,Medium
3/3/2011,FR0010517417,12/31/2017,3/8/2011,6.830937714,medium,8000,9000,4575,2115,2.16,0,2115,23.9314,3.08,1.069,2.713864569,0.366135431,36.61354306,,0.718543066,-0.600008224,-0.217214851,0.479710821,7.656810091,,2011,3,adju_LT,2017,Medium
3/3/2011,FR0010670737,12/31/2018,3/8/2011,7.830253251,medium,8000,9000,3870,1475,2.62,0,1475,23.9314,3.27,1.0653,3.510983785,-0.240983785,-24.09837847,,0.501111595,-1.063527347,-0.577611674,-0.0015231,7.296413269,,2011,3,adju_LT,2018,Benchmark
5/5/2011,FR0010776161,12/31/2019,5/10/2011,8.657084189,medium,8000,9500,5860,2810,2.09,134,2944,22.5461,3.51,1.0169,3.458142546,0.051857454,5.185745415,21.97014925,1.000184769,0.00039389,0.113499537,0.778762399,7.98752448,4.8978398,2011,5,adju_LT,2019,Benchmark
5/19/2011,FR0010288357,12/31/2016,5/24/2011,5.620807666,medium,7000,8500,5755,1280,4.5,390,1670,21.0276,2.8,1.0205,2.685122994,0.114877006,11.48770058,4.282051282,0.567360246,-0.922298864,-0.453446038,-0.01183432,7.420578905,5.966146739,2011,5,adju_MT,2016,Medium
6/1/2011,FR0010604983,12/31/2018,6/7/2011,7.58384668,medium,7500,8500,4575,1550,2.95,0,1550,20.9271,3.02,1.0598,3.245449734,-0.225449734,-22.54497339,,0.526591845,-1.0092087,-0.528014733,-0.08734053,7.34601021,,2011,6,adju_LT,2018,Benchmark
7/7/2011,FR0010854182,12/31/2020,7/12/2011,9.486652977,medium,7000,8500,6235,2460,2.53,93,2553,20.5946,3.29,1.0161,3.295674573,-0.005674573,-0.567457346,27.4516129,0.867347729,-0.282787325,-0.029000526,0.43440397,7.845024417,4.532599493,2011,7,adju_LT,2020,Benchmark
9/1/2011,FR0000187361,12/31/2016,9/6/2011,5.333333333,medium,6500,8000,6410,3565,1.8,4,3569,36.5683,1.93,1.1489,1.699219942,0.230780058,23.07800581,892.25,1.21252019,0.453049283,0.306015781,0.82697722,8.180040723,1.386294361,2011,9,adju_LT,2016,Medium
10/6/2011,FR0010415331,12/31/2017,10/11/2011,6.236824093,medium,6500,7500,4390,1685,2.61,0,1685,42.6277,2,1.0908,1.539713717,0.460286283,46.02862832,,0.572456296,-0.911435135,-0.4445041,-0.149562584,7.429520843,,2011,10,adju_LT,2017,Medium
10/6/2011,FR0010604983,12/31/2018,10/11/2011,7.23613963,medium,6500,7500,3840,1425,2.69,0,1425,42.6277,2.19,1.1089,2.431673173,-0.241673173,-24.16731735,,0.484124761,-1.099739779,-0.61209785,-0.302496329,7.261927093,,2011,10,adju_LT,2018,Benchmark
11/3/2011,FR0010415331,12/31/2017,11/8/2011,6.160164271,medium,6000,7000,5345,3110,1.72,0,3110,40.054,2.34,1.0713,1.583663111,0.756336889,75.63368886,,1.056581057,0.120619162,0.168353062,0.519482106,8.042378005,,2011,11,adju_LT,2017,Medium
12/1/2011,FR0010517417,12/31/2017,12/6/2011,6.083504449,medium,3000,4500,2620,595,4.4,0,595,36.5396,2.42,1.0995,1.819691554,0.600308446,60.03084456,,0.202143321,-1.700866141,-1.485463537,-0.703660662,6.388561406,,2011,12,adju_MLT,2017,Medium
2/2/2012,FR0010670737,12/31/2018,2/7/2012,6.910335387,medium,6500,8000,4386,1011,4.34,75,1086,24.5624,2.44,1.1106,1.382751828,1.057248172,105.7248172,14.48,0.368954028,-1.345260064,-0.883768442,-0.451907305,6.9902565,4.317488114,2012,2,adju_LT,2018,Medium
2/2/2012,FR0010949651,12/31/2020,2/7/2012,8.911704312,medium,6500,8000,4998,1253,3.99,377,1630,24.5624,2.91,0.969,2.526671526,0.383328474,38.33284744,4.323607427,0.553770779,-0.95126881,-0.477689649,-0.160226687,7.396335294,5.932245187,2012,2,adju_LT,2020,Benchmark
3/1/2012,FR0010517417,12/31/2017,3/6/2012,5.834360027,medium,7000,8000,3395,825,4.12,233,1058,22.8624,1.91,1.124,1.360338959,0.549661041,54.96610408,4.540772532,0.359441401,-1.365539026,-0.909889331,-0.444983607,6.964135612,5.451038454,2012,3,adju_LT,2017,Medium
3/1/2012,FR0010776161,12/31/2019,3/6/2012,7.832991102,medium,7000,8000,3425,1250,2.74,343,1593,22.8624,2.48,1.0873,2.466156527,0.013843473,1.384347292,4.644314869,0.541200522,-0.978066009,-0.500650633,-0.111875116,7.37337431,5.837730447,2012,3,adju_LT,2019,Benchmark
4/5/2012,FR0010517417,12/31/2017,4/11/2012,5.73853525,medium,7000,8500,4280,1310,3.27,0,1310,25.5879,1.96,1.1191,1.324351761,0.635648239,63.56482387,,0.445055043,-1.183028371,-0.696242527,-0.257229257,7.177782416,,2012,4,adju_LT,2017,Medium
5/3/2012,FR0010517417,12/31/2017,5/9/2012,5.661875428,medium,6500,7500,3870,1085,3.57,1,1086,27.6802,1.89,1.1211,1.204230289,0.685769711,68.57697114,1086,0.368954028,-1.345260064,-0.883768442,-0.370434783,6.9902565,0,2012,5,adju_LT,2017,Medium
6/7/2012,FR0000189151,12/31/2019,6/12/2012,7.564681725,medium,7000,8000,4085,1710,2.39,0,1710,31.4338,1.92,1.1488,2.013197134,-0.093197134,-9.319713371,,0.580949713,-0.893328919,-0.429776293,0.033388729,7.444248649,,2012,6,adju_LT,2019,Benchmark
7/5/2012,FR0010776161,12/31/2019,7/10/2012,7.488021903,medium,7000,8000,6350,1750,3.63,125,1875,24.4531,2.02,1.116,2.031780342,-0.011780342,-1.178034239,15,0.637006264,-0.773827895,-0.337661005,0.23878214,7.536363938,4.828313737,2012,7,adju_LT,2019,Benchmark
9/6/2012,FR0010517417,12/31/2017,9/11/2012,5.316906229,medium,7000,8000,4180,1534,2.72,213,1747,23.1125,1.05,1.1584,0.803777089,0.246222911,24.62229115,8.201877934,0.59351997,-0.86653172,-0.408369633,0.150288066,7.46565531,5.361292166,2012,9,adju_LT,2017,Medium
10/4/2012,FR0010670737,12/31/2018,10/9/2012,6.239561944,medium,7000,8000,5280,1381,3.82,86,1467,21.9957,1.29,1.171,0.771195806,0.518804194,51.88041937,17.05813953,0.498393701,-1.069321336,-0.583050165,-0.036294958,7.290974778,4.454347296,2012,10,adju_LT,2018,Medium
10/31/2012,FR0000189151,12/31/2019,11/6/2012,7.16495551,medium,6500,7500,4415,1485,2.97,281,1766,22.2123,1.39,1.1755,1.878970893,-0.488970893,-48.89708927,6.284697509,0.599974967,-0.852770996,-0.397552562,0.252260238,7.476472381,5.638354669,2012,10,adju_LT,2019,Benchmark
12/6/2012,FR0010670737,12/31/2018,12/11/2012,6.067077344,medium,3000,4000,4650,1375,3.38,94,1469,16.9937,1.01,1.1838,0.607799419,0.402200581,40.22005814,15.62765957,0.499073175,-1.067872839,-0.581687767,-0.009495982,7.292337176,4.543294782,2012,12,adju_MLT,2018,Medium
12/6/2012,FR0010776161,12/31/2019,12/11/2012,7.066392882,medium,3000,4000,4700,1695,2.77,455,2150,16.9937,1.27,1.1618,1.694979761,-0.424979761,-42.49797614,4.725274725,0.73043385,-0.574659522,-0.200801822,0.36790202,7.673223121,6.120297419,2012,12,adju_MLT,2019,Benchmark
1/3/2013,FR0010776161,12/31/2019,1/8/2013,6.98973306,medium,7000,8000,3490,1630,2.14,0,1630,17.54,1.32,1.1569,0.703487516,0.616512484,61.65124837,,0.553770779,-0.95126881,-0.477689649,0.037060601,7.396335294,,2013,1,adju_LT,2019,Medium
1/3/2013,FR0010854182,12/31/2020,1/8/2013,7.991786448,medium,7000,8000,3310,1668,1.98,0,1668,17.54,1.46,1.1403,1.811361116,-0.351361116,-35.13611158,,0.566680773,-0.923747362,-0.45464436,0.027990345,7.419380583,,2013,1,adju_LT,2020,Benchmark
1/17/2013,FR0011394345,12/31/2018,1/22/2013,5.952087611,medium,7000,8000,7700,4045,1.9,0,4045,15.9134,1.06,0.9971,0.848316093,0.211683907,21.16839073,,1.374234847,0.797791631,0.431211887,1.214113032,8.305236829,,2013,1,adju_MT,2018,Medium
2/7/2013,FR0010949651,12/31/2020,2/12/2013,7.89596167,medium,7000,8000,6440,1770,3.64,441,2211,20.7955,1.83,1.0479,1.916775481,-0.086775481,-8.677548135,5.013605442,0.751157787,-0.530480356,-0.172824762,0.162460568,7.701200181,6.089044875,2013,2,adju_LT,2020,Benchmark
2/21/2013,FR0011394345,12/31/2018,2/26/2013,5.856262834,medium,7000,8000,8660,4340,2,1259,5599,21.5133,1.12,0.9938,0.864056354,0.255943646,25.59436461,4.447180302,1.902185639,1.923274001,0.756318346,1.45776786,8.630343289,7.138073034,2013,2,adju_MT,2018,Medium
3/7/2013,FR0010670737,12/31/2018,3/12/2013,5.817932923,medium,6500,7500,5734,2354,2.44,114,2468,18.7353,1.02,1.1754,0.745398601,0.274601399,27.46013987,21.64912281,0.838470112,-0.344348458,-0.062861558,0.054137747,7.811163385,4.736198448,2013,3,adju_LT,2018,Medium
3/21/2013,FR0011394345,12/31/2018,3/26/2013,5.779603012,medium,7000,8000,7605,2990,2.54,0,2990,19.7897,0.89,1.0054,0.658752274,0.231247726,23.12477265,,1.015812656,0.033709327,0.129003723,0.228346457,8.003028666,,2013,3,adju_MT,2018,Medium
4/4/2013,FR0010192997,12/31/2021,4/9/2013,8.741957563,medium,6000,7000,7409,2470,3,620,3090,21.0977,1.54,1.1661,1.63787619,-0.09787619,-9.787618965,4.983870968,1.049786324,0.10613419,0.161901427,0.167726901,8.03592637,6.429719478,2013,4,adju_LT,2021,Benchmark
4/4/2013,FR0010854182,12/31/2020,4/9/2013,7.742642026,medium,6000,7000,7145,2495,2.86,173,2668,21.0977,1.26,1.1499,1.63787619,-0.37787619,-37.78761896,15.42196532,0.906417447,-0.199498732,0.015059464,0.062560154,7.889084407,5.153291594,2013,4,adju_LT,2020,Benchmark
4/18/2013,FR0011394345,12/31/2018,4/23/2013,5.70294319,medium,7000,8000,8003,3577,2.24,0,3577,21.949,0.73,1.0137,0.568879903,0.161120097,16.11200966,,1.215238084,0.458843272,0.308254796,0.278832117,8.182279739,,2013,4,adju_MT,2018,Medium
5/2/2013,FR0011059088,12/31/2021,5/7/2013,8.665297741,medium,7000,8000,7290,2920,2.5,0,2920,18.7486,1.42,1.1446,1.492792559,-0.072792559,-7.279255855,,0.992031089,-0.016988078,0.105313952,0.000685401,7.979338895,,2013,5,adju_LT,2021,Benchmark
5/16/2013,FR0011394345,12/31/2018,5/21/2013,5.626283368,medium,7000,8000,7120,3650,1.95,1103,4753,16.2609,0.74,1.013,0.579861593,0.160138407,16.01384072,4.309156845,1.614768413,1.31055966,0.592506334,0.516148755,8.466531277,7.005789019,2013,5,adju_MT,2018,Medium
6/6/2013,FR0010854182,12/31/2020,6/11/2013,7.570157426,medium,7000,8000,4045,1825,2.22,0,1825,22.1956,1.3,1.1439,1.829414528,-0.529414528,-52.94145282,,0.620019431,-0.810040327,-0.364689677,-0.420849421,7.509335266,,2013,6,adju_LT,2020,Benchmark
6/20/2013,FR0011523257,12/31/2018,6/25/2013,5.53045859,medium,6500,7500,5910,4135,1.43,0,4135,23.6094,1.24,0.9872,0.990684219,0.249315781,24.9315781,,1.404811148,0.862974007,0.453217665,0.23184628,8.327242607,,2013,6,adju_MT,2018,Medium
7/18/2013,FR0011523257,12/31/2018,7/23/2013,5.453798768,medium,7000,8000,9860,4120,2.39,635,4755,17.6938,1.09,0.9954,0.723768837,0.366231163,36.6231163,7.488188976,1.615447886,1.312008158,0.592927032,0.392012881,8.466951975,6.453624999,2013,7,adju_MT,2018,Medium
9/5/2013,FR0011059088,12/31/2021,9/10/2013,8.320328542,medium,7500,8500,5060,2485,2.04,52,2537,21.5095,2.17,1.0799,2.25570479,-0.08570479,-8.570479007,48.78846154,0.861911943,-0.294375303,-0.035287383,-0.263160442,7.83873756,3.951243719,2013,9,adju_LT,2021,Benchmark
9/19/2013,FR0011523257,12/31/2018,9/24/2013,5.281314168,medium,6500,7500,5095,3050,1.67,0,3050,16.8696,1.23,0.9885,1.01573085,0.21426915,21.42691499,,1.036196857,0.077164244,0.148871927,-0.05592241,8.02289687,,2013,9,adju_MT,2018,Medium
10/17/2013,FR0011523257,12/31/2018,10/22/2013,5.204654346,medium,6000,7000,7135,4080,1.75,1197,5277,16.8333,1.24,0.988,0.989871395,0.250128605,25.01286051,4.408521303,1.79279043,1.690065942,0.69708809,0.523053611,8.571113033,7.087573706,2013,10,adju_MT,2018,Medium
11/21/2013,FR0011523257,12/31/2018,11/26/2013,5.108829569,medium,5500,6500,7170,3025,2.37,553,3578,15.082,1.02,0.9992,0.845548412,0.174451588,17.44515876,6.470162749,1.215577821,0.459567521,0.308534321,0.018285308,8.182559264,6.315358002,2013,11,adju_MT,2018,Medium
12/5/2013,FR0010604983,12/31/2018,12/10/2013,5.070499658,medium,3000,4000,3605,1320,2.73,0,1320,18.378,0.83,1.1355,0.937615249,-0.107615249,-10.76152485,,0.44845241,-1.175785885,-0.688637927,-0.611926403,7.185387016,,2013,12,adju_MLT,2018,Medium
12/5/2013,FR0011059088,12/31/2021,12/10/2013,8.07118412,medium,3000,4000,3180,1335,2.38,0,1335,18.378,1.77,1.1075,2.037753039,-0.267753039,-26.77530394,,0.45354846,-1.164922155,-0.677338372,-0.58988275,7.196686571,,2013,12,adju_MLT,2021,Benchmark
1/9/2014,FR0010949651,12/31/2020,1/13/2014,6.976043806,medium,7500,8500,4421,1475,3,370,1845,17.3584,1.67,1.0526,1.025986944,0.644013056,64.40130562,4.986486486,0.626814164,-0.795555354,-0.353790386,-0.406911331,7.520234556,5.913503006,2014,1,adju_LT,2020,Medium
1/23/2014,FR0011708080,12/31/2019,1/28/2014,5.935660507,medium,7000,8000,7330,3820,1.92,773,4593,17.5122,1.24,0.9876,0.885832589,0.354167411,35.41674113,5.941785252,1.560410545,1.19467988,0.558263741,0.413122068,8.432288684,6.650279049,2014,1,adju_MT,2019,Medium
2/20/2014,FR0011708080,12/31/2019,2/25/2014,5.859000684,medium,7000,8000,7970,4010,1.99,0,4010,17.7721,1.06,0.997,0.784150805,0.275849195,27.58491952,,1.362344064,0.772442929,0.422521577,0.257710403,8.29654652,,2014,2,adju_MT,2019,Medium
3/6/2014,FR0011337880,12/31/2022,3/11/2014,8.821355236,medium,7000,8000,4625,1280,3.61,0,1280,17.8166,1.86,1.0304,1.827672862,0.032327138,3.232713783,,0.434862943,-1.20475583,-0.719409586,-0.592734986,7.154615357,,2014,3,adju_LT,2022,Benchmark
3/20/2014,FR0011708080,12/31/2019,3/25/2014,5.782340862,medium,7000,8000,7160,3705,1.93,1122,4827,18.1292,1.06,0.9968,0.822770362,0.237229638,23.72296378,4.302139037,1.639908927,1.364154059,0.607955493,0.508162575,8.481980436,7.022868086,2014,3,adju_MT,2019,Medium
4/3/2014,FR0010192997,12/31/2021,4/8/2014,7.745379877,medium,6500,7500,4615,1549,2.98,0,1549,16.3742,1.46,1.1525,1.793747894,-0.333747894,-33.37478937,,0.526252108,-1.009932949,-0.528660103,-0.47194682,7.34536484,,2014,4,adju_LT,2021,Benchmark
4/17/2014,FR0011708080,12/31/2019,4/23/2014,5.70568104,medium,7000,8000,7595,3570,2.13,0,3570,16.9939,0.86,1.0069,0.713595497,0.146404503,14.64045032,,1.212859927,0.453773532,0.306295932,0.182314953,8.180320875,,2014,4,adju_MT,2019,Medium
5/15/2014,FR0011708080,12/31/2019,5/20/2014,5.629021218,medium,7000,8000,8905,4545,1.96,0,4545,17.4465,0.68,1.0156,0.545044095,0.134955905,13.49559053,,1.544103185,1.159915945,0.547758064,0.445572371,8.421783007,,2014,5,adju_MT,2019,Medium
6/5/2014,FR0011196856,12/31/2022,6/10/2014,8.572210815,medium,7500,8500,4150,968,4.29,0,968,14.6235,1.38,1.1198,1.579418191,-0.199418191,-19.94181908,,0.328865101,-1.430721402,-0.998792856,-0.652423698,6.875232087,,2014,6,adju_LT,2022,Benchmark
6/19/2014,FR0011993179,12/31/2019,6/24/2014,5.533196441,medium,7000,8000,8400,4195,2,201,4396,12.713,0.69,0.9902,0.478766991,0.211233009,21.12330088,21.87064677,1.49348242,1.0520029,0.514425373,0.540744202,8.388450316,5.303304908,2014,6,adju_MT,2019,Medium
7/17/2014,FR0011993179,12/31/2019,7/22/2014,5.456536619,medium,7500,8500,6640,3940,1.69,0,3940,17.6468,0.55,0.9973,0.405759198,0.144240802,14.42408025,,1.338562497,0.721745525,0.404911059,0.282760866,8.278936002,,2014,7,adju_MT,2019,Medium
9/18/2014,FR0011708080,12/31/2019,9/23/2014,5.284052019,medium,7000,8000,3915,1265,3.09,285,1550,16.6266,0.3,1.0325,0.329900939,-0.029900939,-2.99009392,5.438596491,0.526591845,-1.0092087,-0.528014733,-0.498287163,7.34601021,5.65248918,2014,9,adju_MT,2019,Medium
